symbol,timestamp,datetime,side,price,amount,btc_volume
BRD/BTC,1541091622270,2018-11-01T17:00:22.270Z,buy,5.647e-05,62.0,0.00350114
BRD/BTC,1541091622493,2018-11-01T17:00:22.493Z,buy,5.647e-05,62.0,0.00350114
BRD/BTC,1541091625729,2018-11-01T17:00:25.729Z,buy,5.647e-05,21.0,0.00118587
BRD/BTC,1541091672504,2018-11-01T17:01:12.504Z,buy,5.647e-05,58.0,0.00327526
BRD/BTC,1541091724673,2018-11-01T17:02:04.673Z,sell,5.647e-05,260.0,0.0146822
BRD/BTC,1541091776963,2018-11-01T17:02:56.963Z,buy,5.647e-05,253.0,0.01428691
BRD/BTC,1541091787209,2018-11-01T17:03:07.209Z,buy,5.647e-05,393.0,0.02219271
BRD/BTC,1541091802012,2018-11-01T17:03:22.012Z,sell,5.646e-05,18.0,0.00101628
BRD/BTC,1541091803274,2018-11-01T17:03:23.274Z,buy,5.647e-05,81.0,0.00457407
BRD/BTC,1541091803274,2018-11-01T17:03:23.274Z,buy,5.65e-05,1158.0,0.065427
BRD/BTC,1541091803274,2018-11-01T17:03:23.274Z,buy,5.653e-05,538.0,0.03041314
BRD/BTC,1541091812233,2018-11-01T17:03:32.233Z,buy,5.653e-05,4.0,0.00022612
BRD/BTC,1541091844142,2018-11-01T17:04:04.142Z,sell,5.648e-05,444.0,0.02507712
BRD/BTC,1541091901501,2018-11-01T17:05:01.501Z,buy,5.648e-05,350.0,0.019768
BRD/BTC,1541091955066,2018-11-01T17:05:55.066Z,buy,5.651e-05,287.0,0.01621837
BRD/BTC,1541091955322,2018-11-01T17:05:55.322Z,buy,5.651e-05,700.0,0.039557
BRD/BTC,1541091963668,2018-11-01T17:06:03.668Z,sell,5.649e-05,169.0,0.009546810000000001
BRD/BTC,1541091967356,2018-11-01T17:06:07.356Z,sell,5.649e-05,187.0,0.010563630000000001
BRD/BTC,1541091979772,2018-11-01T17:06:19.772Z,buy,5.649e-05,169.0,0.009546810000000001
BRD/BTC,1541091982544,2018-11-01T17:06:22.544Z,buy,5.653e-05,864.0,0.048841920000000004
BRD/BTC,1541091988938,2018-11-01T17:06:28.938Z,buy,5.655e-05,383.0,0.021658649999999998
BRD/BTC,1541091990570,2018-11-01T17:06:30.570Z,sell,5.655e-05,174.0,0.0098397
BRD/BTC,1541091991369,2018-11-01T17:06:31.369Z,buy,5.656e-05,18.0,0.00101808
BRD/BTC,1541092003940,2018-11-01T17:06:43.940Z,sell,5.655e-05,799.0,0.04518345
BRD/BTC,1541092118224,2018-11-01T17:08:38.224Z,buy,5.655e-05,1691.0,0.09562605
BRD/BTC,1541092157093,2018-11-01T17:09:17.093Z,sell,5.655e-05,126.0,0.0071253
