date,pump_index,std_rush_order,avg_rush_order,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,symbol,gt
2021-05-19 13:20:30,9,-0.025,-0.005,-0.031,-0.012,0.034,-0.109,0.006,0.006,-0.398,-0.917,0.848,-0.530,BTC,0
2021-05-19 13:20:45,9,0.088,-0.028,0.076,0.002,-0.004,-0.184,0.005,0.005,-0.398,-0.917,0.848,-0.530,BTC,0
2021-05-19 13:21:00,9,-0.078,0.013,-0.008,-0.001,0.001,-0.291,0.003,0.004,-0.398,-0.917,0.787,-0.618,BTC,0
2021-05-19 13:21:15,9,0.046,0.008,-0.017,0.000,-0.012,-0.195,0.001,0.002,-0.398,-0.917,0.787,-0.618,BTC,0
2021-05-19 13:21:30,9,0.523,0.045,-0.161,-0.728,-0.122,1.020,-0.004,-0.004,-0.398,-0.917,0.787,-0.618,BTC,0
2021-05-19 13:21:45,9,0.011,0.011,-0.002,-0.057,0.008,0.411,-0.006,-0.005,-0.398,-0.917,0.787,-0.618,BTC,0
2021-05-19 13:22:00,9,-0.039,0.038,-0.032,0.021,-0.002,0.185,-0.006,-0.005,-0.398,-0.917,0.716,-0.698,BTC,0
2021-05-19 13:22:15,9,-0.042,0.032,-0.011,0.007,0.005,0.044,-0.005,-0.005,-0.398,-0.917,0.716,-0.698,BTC,0
2021-05-19 13:22:30,9,0.002,-0.023,0.019,0.292,-0.028,-0.019,-0.005,-0.005,-0.398,-0.917,0.716,-0.698,BTC,0
2021-05-19 13:22:45,9,0.000,0.000,0.019,0.067,-0.011,-0.099,-0.005,-0.005,-0.398,-0.917,0.716,-0.698,BTC,0
2021-05-19 13:23:00,9,0.021,-0.007,0.031,-0.073,-0.056,-0.143,-0.005,-0.005,-0.398,-0.917,0.638,-0.770,BTC,0
2021-05-21 21:21:30,11,-0.198,-0.083,-0.008,0.041,-0.081,0.087,0.003,0.002,-0.520,0.854,0.787,-0.618,BTC,0
2021-05-21 21:21:45,11,-0.022,0.007,0.019,0.006,-0.005,0.032,0.002,0.002,-0.520,0.854,0.787,-0.618,BTC,0
2021-05-21 21:22:00,11,-0.002,0.003,-0.010,-0.009,0.020,0.022,0.004,0.003,-0.520,0.854,0.716,-0.698,BTC,0
2021-05-21 21:22:15,11,-0.095,0.035,0.025,0.008,0.108,0.028,0.005,0.005,-0.520,0.854,0.716,-0.698,BTC,0
2021-05-21 21:22:30,11,-0.014,0.023,-0.047,-0.049,0.033,-0.036,0.005,0.005,-0.520,0.854,0.716,-0.698,BTC,0
2021-05-21 21:22:45,11,0.002,0.032,0.031,-0.037,0.080,0.020,0.006,0.006,-0.520,0.854,0.716,-0.698,BTC,0
2021-05-21 21:23:00,11,-0.007,0.044,-0.062,-0.011,0.034,-0.102,0.005,0.006,-0.520,0.854,0.638,-0.770,BTC,0
2021-05-21 21:23:15,11,0.030,-0.062,0.044,0.025,-0.053,-0.157,0.003,0.003,-0.520,0.854,0.638,-0.770,BTC,0
2021-05-21 21:23:30,11,-0.163,-0.052,-0.142,-0.139,-0.104,-0.059,0.002,0.001,-0.520,0.854,0.638,-0.770,BTC,0
2021-05-21 21:23:45,11,0.004,-0.035,0.012,-0.096,-0.121,-0.017,0.001,0.001,-0.520,0.854,0.638,-0.770,BTC,0
2021-05-21 21:24:00,11,0.038,-0.007,0.035,0.038,-0.012,-0.131,0.002,0.002,-0.520,0.854,0.553,-0.833,BTC,0
2021-10-28 18:37:30,14,0.007,-0.151,-0.091,-0.001,-0.102,-0.248,0.000,0.000,-0.979,0.203,-0.716,-0.698,BTC,0
2021-10-28 18:37:45,14,0.030,-0.097,0.027,0.005,-0.016,0.236,-0.000,-0.000,-0.979,0.203,-0.716,-0.698,BTC,0
2021-10-28 18:38:00,14,0.061,0.125,0.041,0.000,0.031,0.142,-0.000,-0.000,-0.979,0.203,-0.787,-0.618,BTC,0
2021-10-28 18:38:15,14,0.019,-0.063,0.001,-0.003,0.009,-0.061,-0.000,-0.000,-0.979,0.203,-0.787,-0.618,BTC,0
2021-10-28 18:38:30,14,1.048,0.763,1.041,0.140,0.298,1.831,-0.000,-0.000,-0.979,0.203,-0.787,-0.618,BTC,0
2021-10-28 18:38:45,14,10.003,4.760,10.385,10.031,3.314,3.654,-0.001,-0.000,-0.979,0.203,-0.787,-0.618,BTC,0
2021-12-04 05:20:30,15,0.075,-0.048,0.029,0.039,-0.054,0.047,-0.000,-0.000,0.979,0.203,0.848,-0.530,BTC,0
2021-12-04 05:20:45,15,0.030,-0.032,-0.053,0.023,-0.045,0.228,-0.000,-0.000,0.979,0.203,0.848,-0.530,BTC,0
2021-12-04 05:21:00,15,-0.059,-0.009,0.132,-0.083,-0.015,0.606,-0.001,-0.001,0.979,0.203,0.787,-0.618,BTC,0
2021-12-04 05:21:15,15,3.001,0.316,2.234,1.383,0.229,0.829,-0.001,-0.001,0.979,0.203,0.787,-0.618,BTC,0
2021-12-04 05:21:30,15,0.046,0.121,0.102,0.123,0.093,0.470,-0.001,-0.001,0.979,0.203,0.787,-0.618,BTC,0
2021-12-04 05:21:45,15,0.003,0.090,-0.009,-0.001,0.067,0.609,-0.002,-0.002,0.979,0.203,0.787,-0.618,BTC,0
2021-12-04 05:25:30,16,-0.128,-0.008,-0.427,-0.039,-0.027,0.281,-0.001,-0.001,0.979,0.203,0.461,-0.887,BTC,0
2021-12-04 05:25:45,16,0.098,-0.015,0.102,0.048,-0.020,0.443,-0.002,-0.002,0.979,0.203,0.461,-0.887,BTC,0
2021-12-04 05:26:00,16,0.422,0.041,0.787,0.027,-0.019,0.590,-0.004,-0.003,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:26:15,16,-0.010,0.006,0.073,-0.001,0.001,0.425,-0.006,-0.005,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:26:30,16,0.019,0.010,0.189,0.023,0.029,0.171,-0.006,-0.005,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:26:45,16,0.042,-0.010,-0.017,-0.460,-0.094,0.032,-0.006,-0.004,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:27:00,16,-0.132,0.029,-0.095,-0.041,0.007,0.029,-0.006,-0.006,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:15,16,-0.010,0.014,0.122,0.045,-0.013,0.054,-0.007,-0.006,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:30,16,0.028,0.008,0.062,-0.104,-0.018,0.071,-0.009,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:45,16,-0.008,0.004,-0.077,0.005,0.008,0.054,-0.010,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:28:00,16,0.664,0.055,0.523,2.334,0.179,-0.144,-0.007,-0.003,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:26:30,17,0.021,0.011,0.158,0.012,0.022,0.171,-0.006,-0.005,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:26:45,17,0.041,-0.010,-0.023,-0.486,-0.085,0.027,-0.006,-0.004,0.979,0.203,0.364,-0.931,BTC,0
2021-12-04 05:27:00,17,-0.135,0.030,-0.108,-0.052,0.008,0.030,-0.006,-0.006,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:15,17,-0.014,0.014,0.118,0.057,-0.014,0.055,-0.007,-0.006,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:30,17,0.029,0.008,0.053,-0.105,-0.016,0.072,-0.009,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:45,17,-0.009,0.004,-0.091,0.004,0.008,0.055,-0.010,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:28:00,17,0.665,0.056,0.567,2.526,0.179,-0.143,-0.007,-0.003,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:15,17,-0.079,0.035,-0.154,-0.027,0.033,-0.199,-0.004,-0.002,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:30,17,0.044,-0.049,0.025,-0.015,0.058,-0.082,-0.001,-0.000,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:45,17,0.021,-0.008,0.056,0.037,-0.025,0.051,0.001,0.001,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:29:00,17,0.017,-0.018,0.088,0.049,-0.053,0.002,0.000,-0.000,0.979,0.203,0.053,-0.999,BTC,0
2021-12-04 05:27:30,18,0.031,0.009,0.050,-0.101,-0.016,0.072,-0.009,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:27:45,18,-0.008,0.004,-0.090,0.004,0.007,0.055,-0.010,-0.008,0.979,0.203,0.263,-0.965,BTC,0
2021-12-04 05:28:00,18,0.670,0.056,0.572,2.510,0.178,-0.143,-0.007,-0.003,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:15,18,-0.080,0.036,-0.154,-0.027,0.033,-0.199,-0.004,-0.002,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:30,18,0.044,-0.049,0.025,-0.016,0.058,-0.082,-0.001,-0.000,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:28:45,18,0.021,-0.008,0.056,0.037,-0.025,0.051,0.001,0.001,0.979,0.203,0.159,-0.987,BTC,0
2021-12-04 05:29:00,18,0.017,-0.017,0.088,0.049,-0.053,0.002,0.000,-0.000,0.979,0.203,0.053,-0.999,BTC,0
2021-12-04 05:29:15,18,-0.027,0.008,0.055,0.008,-0.017,0.028,0.001,-0.000,0.979,0.203,0.053,-0.999,BTC,0
2021-12-04 05:29:30,18,0.030,-0.015,0.084,0.017,-0.015,0.060,0.002,0.002,0.979,0.203,0.053,-0.999,BTC,0
2021-12-04 05:29:45,18,0.051,-0.029,0.086,0.018,-0.015,0.073,0.004,0.003,0.979,0.203,0.053,-0.999,BTC,0
2021-12-04 05:30:00,18,-0.014,-0.012,-0.049,0.006,-0.021,-0.026,0.006,0.005,0.979,0.203,-0.053,-0.999,BTC,0
2022-08-19 06:37:30,19,1.564,0.155,1.500,4.353,0.381,0.421,-0.000,-0.000,0.998,-0.068,-0.716,-0.698,BTC,0
2022-08-19 06:37:45,19,-0.004,0.050,-0.004,0.012,0.112,0.583,-0.001,-0.000,0.998,-0.068,-0.716,-0.698,BTC,0
2022-09-13 12:29:30,20,0.017,-0.006,0.060,0.063,-0.023,-0.169,0.000,0.000,-0.136,-0.991,0.053,-0.999,BTC,0
2022-09-13 12:29:45,20,0.048,-0.011,0.022,0.031,0.039,-0.163,0.000,0.000,-0.136,-0.991,0.053,-0.999,BTC,0
2022-09-13 12:30:00,20,2.412,0.208,1.942,3.012,0.335,-0.032,0.000,0.001,-0.136,-0.991,-0.053,-0.999,BTC,0
2022-09-21 17:59:30,21,0.016,-0.011,0.016,0.027,-0.011,-0.059,-0.000,-0.000,-0.998,-0.068,-0.000,1.000,BTC,0
2022-09-21 17:59:45,21,4.871,0.346,9.391,9.133,1.463,2.864,0.001,0.002,-0.998,-0.068,-0.000,1.000,BTC,0
2022-09-21 18:00:00,21,0.524,0.309,0.118,0.071,0.297,0.852,0.002,0.002,-0.979,0.203,0.000,1.000,BTC,0
2022-09-21 18:00:15,21,0.039,0.127,-0.007,-0.011,0.065,0.003,0.000,0.001,-0.979,0.203,0.000,1.000,BTC,0
2022-11-08 19:33:30,22,0.011,0.022,0.082,-0.013,0.037,-0.049,-0.002,-0.002,-0.888,0.460,-0.364,-0.931,BTC,0
2022-11-08 19:33:45,22,-0.025,0.004,-0.052,-0.029,0.030,-0.040,-0.001,-0.001,-0.888,0.460,-0.364,-0.931,BTC,0
2022-11-08 19:34:00,22,0.209,-0.039,-0.002,0.043,-0.038,-0.119,-0.001,-0.001,-0.888,0.460,-0.461,-0.887,BTC,0
2022-11-10 13:29:30,23,0.033,-0.019,0.020,0.013,-0.015,0.044,-0.000,-0.000,-0.398,-0.917,0.053,-0.999,BTC,0
2022-11-10 13:29:45,23,0.116,0.047,0.090,0.415,0.199,-0.026,-0.000,0.000,-0.398,-0.917,0.053,-0.999,BTC,0
2022-11-10 13:30:00,23,3.362,0.543,4.631,3.584,1.115,7.134,0.001,0.002,-0.398,-0.917,-0.053,-0.999,BTC,0
2022-11-10 13:30:15,23,0.021,0.143,-0.003,0.020,0.223,0.846,0.002,0.002,-0.398,-0.917,-0.053,-0.999,BTC,0
2023-08-17 21:42:30,24,0.008,0.114,0.035,-0.010,0.157,0.125,-0.001,-0.001,-0.520,0.854,-0.971,-0.237,BTC,0
2023-08-17 21:42:45,24,0.070,0.280,0.090,0.001,0.203,0.359,-0.002,-0.002,-0.520,0.854,-0.971,-0.237,BTC,0
2023-08-17 21:43:00,24,-0.015,0.197,0.043,-0.042,0.155,0.388,-0.003,-0.002,-0.520,0.854,-0.991,-0.133,BTC,0
2023-08-17 21:43:15,24,-0.059,0.078,-0.074,-0.053,0.042,0.262,-0.003,-0.003,-0.520,0.854,-0.991,-0.133,BTC,0
2020-09-05 18:54:30,26,0.035,-0.078,0.007,-0.093,-0.053,-0.076,-0.002,-0.000,-0.979,0.203,-0.508,0.862,ETH,0
2020-09-05 18:54:45,26,0.022,-0.019,-0.012,-0.032,0.040,-0.024,-0.003,-0.002,-0.979,0.203,-0.508,0.862,ETH,0
2020-09-05 18:55:00,26,-0.008,0.015,-0.034,-0.048,0.032,-0.112,-0.002,-0.000,-0.979,0.203,-0.413,0.911,ETH,0
2020-09-05 18:55:15,26,0.015,-0.012,-0.015,-0.045,0.030,-0.184,-0.002,-0.002,-0.979,0.203,-0.413,0.911,ETH,0
2020-09-05 18:55:30,26,-0.052,0.027,-0.059,-0.147,0.047,0.032,0.000,0.001,-0.979,0.203,-0.413,0.911,ETH,0
2020-09-05 18:55:45,26,0.006,-0.085,0.090,-0.147,0.024,0.313,0.002,0.002,-0.979,0.203,-0.413,0.911,ETH,0
2020-09-05 18:56:00,26,-0.286,-0.139,-0.277,0.043,-0.022,0.232,0.004,0.004,-0.979,0.203,-0.314,0.949,ETH,0
2020-09-05 18:56:15,26,-0.106,-0.106,-0.040,-0.032,-0.083,-0.044,0.004,0.004,-0.979,0.203,-0.314,0.949,ETH,0
2020-09-05 18:56:30,26,-0.538,-0.106,-0.358,0.010,-0.053,-0.011,0.003,0.003,-0.979,0.203,-0.314,0.949,ETH,0
2020-09-05 18:56:45,26,0.157,-0.030,0.145,-0.297,-0.126,0.070,0.003,0.002,-0.979,0.203,-0.314,0.949,ETH,0
2020-09-05 18:57:00,26,0.044,-0.014,-0.003,0.022,0.004,0.040,0.003,0.001,-0.979,0.203,-0.211,0.977,ETH,0
2020-11-26 03:32:30,27,0.126,0.123,0.035,0.053,0.172,0.069,-0.005,-0.005,0.731,0.683,-0.263,-0.965,ETH,0
2020-11-26 03:32:45,27,0.018,0.155,-0.076,-0.062,0.100,-0.016,-0.005,-0.005,0.731,0.683,-0.263,-0.965,ETH,0
2020-11-26 03:33:00,27,-0.012,0.086,0.201,-0.031,0.131,-0.138,-0.004,-0.003,0.731,0.683,-0.364,-0.931,ETH,0
2020-11-26 03:33:15,27,-0.091,0.098,-0.044,-0.036,0.121,-0.166,-0.002,-0.001,0.731,0.683,-0.364,-0.931,ETH,0
2020-11-26 03:33:30,27,-0.007,0.002,-0.013,0.059,-0.024,-0.091,-0.001,-0.001,0.731,0.683,-0.364,-0.931,ETH,0
2020-11-26 03:33:45,27,-0.052,0.009,-0.084,-0.041,0.107,-0.012,-0.000,-0.000,0.731,0.683,-0.364,-0.931,ETH,0
2020-11-26 03:34:00,27,0.183,-0.037,0.257,0.228,-0.077,0.006,0.000,0.001,0.731,0.683,-0.461,-0.887,ETH,0
2020-11-26 03:34:15,27,0.017,-0.043,0.094,0.079,-0.027,-0.003,-0.000,-0.000,0.731,0.683,-0.461,-0.887,ETH,0
2020-11-26 03:34:30,27,-0.015,0.012,0.014,-0.006,0.004,-0.002,0.000,0.000,0.731,0.683,-0.461,-0.887,ETH,0
2020-11-26 03:34:45,27,0.018,0.015,-0.006,-0.021,-0.054,-0.049,0.001,0.001,0.731,0.683,-0.461,-0.887,ETH,0
2020-11-26 03:35:00,27,-0.034,-0.036,-0.004,-0.031,-0.053,-0.137,0.003,0.003,0.731,0.683,-0.553,-0.833,ETH,0
2020-12-01 11:24:30,28,0.051,-0.063,-0.045,-0.047,-0.051,0.066,-0.000,0.000,0.136,-0.991,0.553,-0.833,ETH,0
2020-12-01 11:24:45,28,-0.253,-0.067,-0.182,0.076,-0.049,0.265,-0.000,-0.001,0.136,-0.991,0.553,-0.833,ETH,0
2020-12-01 11:25:00,28,1.731,0.174,1.754,0.765,0.175,0.387,-0.001,-0.001,0.136,-0.991,0.461,-0.887,ETH,0
2020-12-01 11:25:15,28,0.168,0.134,0.159,0.008,0.010,0.545,-0.002,-0.001,0.136,-0.991,0.461,-0.887,ETH,0
2020-12-01 11:25:30,28,0.506,0.203,1.126,1.145,0.409,0.809,-0.003,-0.002,0.136,-0.991,0.461,-0.887,ETH,0
2020-12-01 11:25:45,28,0.011,-0.015,0.002,-0.001,0.002,0.362,-0.004,-0.003,0.136,-0.991,0.461,-0.887,ETH,0
2021-01-11 03:36:30,29,0.004,0.005,-0.031,0.133,0.033,0.197,-0.003,-0.003,0.731,0.683,-0.638,-0.770,ETH,0
2021-01-11 03:36:45,29,0.183,0.043,-0.014,-0.002,-0.002,0.011,-0.003,-0.003,0.731,0.683,-0.638,-0.770,ETH,0
2021-01-11 03:37:00,29,0.392,0.089,0.719,1.027,0.201,-0.163,-0.003,-0.002,0.731,0.683,-0.716,-0.698,ETH,0
2021-01-11 03:37:15,29,0.024,-0.008,-0.011,0.016,-0.011,-0.248,-0.003,-0.003,0.731,0.683,-0.716,-0.698,ETH,0
2021-01-11 03:37:30,29,0.220,0.119,0.154,-0.055,0.123,0.215,-0.003,-0.003,0.731,0.683,-0.716,-0.698,ETH,0
